成果发表时间,语言,来源,学科,划分,等级
2024年1月1日 - 2024年12月31日,中文,CSSCI,心理学,中国临床心理学杂志,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,心理学,心理与行为研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,心理学,应用心理学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,新闻与传播研究,A
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,中国科技期刊研究,A
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,编辑学报,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,新闻记者,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,国际新闻界,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,新闻大学,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,科技与出版,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,现代传播：中国传媒大学学报,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,出版发行研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,编辑之友,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,当代传播,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,出版科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,中国出版,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,新闻界,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,现代出版,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,新闻与写作,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,新闻学与传播学,中国编辑,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,文艺研究,A
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,民族艺术,A
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,电影艺术,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,北京电影学院学报,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,当代电影,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,音乐研究,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,中国音乐学,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,中央音乐学院学报,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,建筑学报,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,戏剧艺术(上海戏剧学院学报),C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,装饰,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,南京艺术学院学报(美术与设计版),C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,艺术设计研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,美术研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,戏曲艺术,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,北京舞蹈学院学报,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,新美术,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,美术,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,中国书法,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,电视研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,戏剧(中央戏剧学院学报),C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,中国文艺评论,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,艺术学,中国音乐,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,外语教学与研究,A
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,外语界,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,现代外语,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,中国外语,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,外国语,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,外语与外语教学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,中国翻译,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,外语电化教学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,外语教学理论与实践,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,外语教学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,上海翻译,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,外语教育研究前沿,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,中国语文,A
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,世界汉语教学,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,语言教学与研究,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,当代修辞学,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,当代语言学,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,方言,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,语言文字应用,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,语言科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,语文研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,汉语学报,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,汉语学习,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,民族语文,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,语言学,语言研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,哲学,哲学研究,A
2024年1月1日 - 2024年12月31日,中文,CSSCI,哲学,自然辩证法研究,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,哲学,哲学动态,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,哲学,周易研究,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,哲学,自然辩证法通讯,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,哲学,伦理学研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,哲学,世界哲学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,哲学,现代哲学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,哲学,科学技术哲学研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,哲学,道德与文明,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,哲学,哲学分析,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,哲学,中国哲学史,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,哲学,孔子研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,哲学,逻辑学研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,上海行政学院学报,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,中共中央党校学报,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,理论探索,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,理论探讨,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,求实,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,甘肃行政学院学报,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,北京行政学院学报,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,探索,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,江苏行政学院学报,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,世界经济与政治,A
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,政治学研究,A
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,国际问题研究,A
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,当代亚太,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,外交评论(外交学院学报),B
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,公共行政评论,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,东北亚论坛,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,国际政治研究,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,国际观察,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,国际安全研究,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,现代国际关系,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,行政论坛,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,国际政治科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,南亚研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,国际展望,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,欧洲研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,美国研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,日本学刊,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,德国研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,太平洋学报,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,南洋问题研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,国际论坛,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,东南亚研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,西亚非洲,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,当代世界,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,和平与发展,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,理论学刊,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,理论与改革,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,人权,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,政治学,台湾研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,文学评论,A
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,文艺理论研究,A
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,文学遗产,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,当代作家评论,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,中国比较文学,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,文艺争鸣,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,中国文学研究,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,中国现代文学研究丛刊,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,南方文坛,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,民族文学研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,明清小说研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,文艺理论与批评,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,扬子江文学评论,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,当代文坛,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,现代中文学刊,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,小说评论,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,新文学史料,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,中国文学,中国文学批评,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,自然资源与环境,中国人口·资源与环境,A
2024年1月1日 - 2024年12月31日,中文,CSSCI,自然资源与环境,资源科学,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,自然资源与环境,中国土地科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,自然资源与环境,自然资源学报,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,自然资源与环境,长江流域资源与环境,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,自然资源与环境,干旱区资源与环境,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,宗教学,世界宗教文化,B
2024年1月1日 - 2024年12月31日,中文,CSSCI,宗教学,世界宗教研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,宗教学,宗教学研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,中国社会科学,特类
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,开放时代,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,学术月刊,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,南京社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,探索与争鸣,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,文化纵横,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,学海,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,江淮论坛,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,社会科学研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,中国高校社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,浙江社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,天津社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,江海学刊,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,江苏社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,贵州社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,思想战线,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,学术研究,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,学术前沿,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,学习与探索,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,广东社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,学习与实践,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,求是学刊,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,文史哲,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,人文杂志,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,北京社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,山东社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,中州学刊,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,社会科学战线,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,江汉论坛,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,甘肃社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,江西社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,云南社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,东南学术,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,社会科学辑刊,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,求索,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,东岳论丛,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,国外社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,内蒙古社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,福建论坛(人文社会科学版),C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,学术界,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,河北学刊,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,读书,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,浙江学刊,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,人民论坛,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,新疆社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,青海社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,宁夏社会科学,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,综合社科,学术论坛,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,高校综合性学报,中国人民大学学报,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,高校综合性学报,清华大学学报(哲学社会科学版),C
2024年1月1日 - 2024年12月31日,中文,CSSCI,高校综合性学报,华中师范大学学报(人文社会科学版),C
2024年1月1日 - 2024年12月31日,中文,CSSCI,高校综合性学报,浙江大学学报(人文社会科学版),C
2024年1月1日 - 2024年12月31日,中文,CSSCI,高校综合性学报,吉林大学社会科学学报,C
2024年1月1日 - 2024年12月31日,中文,CSSCI,高校综合性学报,北京大学学报(哲学社会科学版),C
2024年1月1日 - 2024年12月31日,中文,CSSCI,高校综合性学报,南京大学学报(哲学.人文科学.社会科学),C
